ISCN 1-1 (2015-12-10),dataset_name_sub,dataset_name_soc,lat (dec. deg),long (dec. deg),datum (datum),state (state_province),country (country),site_name,observation_date (YYYY-MM-DD),profile_name,layer_name,layer_top (cm),layer_bot (cm),hzn_desgn_other,hzn,hzn_desgn,layer_note,color,vegclass_local,soil_taxon,soil_series,bd_method,bd_samp (g cm-3),bd_tot (g cm-3),bd_whole (g cm-3),bd_other (g cm-3),bdNRCS_prep_code,cNRCS_prep_code,c_method,c_tot (percent),oc (percent),loi (percent),n_tot (percent),c_to_n (mass ratio),soc (g cm-2),soc_carbon_flag,soc_method,ph_method,ph_cacl,ph_h2o,ph_other,caco3 (percent),sand_tot_psa (percent),silt_tot_psa (percent),clay_tot_psa (percent),wpg2_method,wpg2 (percent),cat_exch (cmol H+ kg-1),al_dith (specified by al_fe_units),al_ox (specified by al_fe_units),al_other (specified by al_fe_units),fe_dith (specified by al_fe_units),fe_ox (specified by al_fe_units),fe_other (specified by al_fe_units),mn_dith (specified by al_fe_units),mn_ox (specified by al_fe_units),mn_other (specified by al_fe_units),al_fe_units (extract_units),al_fe_method,ca_al (specified by bc_units),ca_ext (specified by bc_units),k_ext (specified by bc_units),mg_ext (specified by bc_units),na_ext (specified by bc_units),bc_units (extract_units),bc_method,base_sum (specified by cec_h_units),cec_sum (specified by cec_h_units),ecec (specified by cec_h_units),cec_h_units (extract_units),bs (percent),bs_sum (percent),h_ext (specified by metal_ext_units),zn_ext (specified by metal_ext_units),metal_ext_units (extract_units),metal_ext_method,p_bray (specified by p_units),p_ox (specified by p_units),p_meh (specified by p_units),p_other (specified by p_units),p_units (extract_units),p_method,root_quant_size,root_weight (g),15n (‰),13c (‰),14c (‰),14c_sigma (‰),14c_age (BP),14c_age_sigma (BP),fraction_modern,fraction_modern_sigma,textureClass,locator_parent_alias
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03012,3,11,NA,A,A1,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,1.64,NA,1.59,1.59,S,S,NA,0.39,NA,NA,0,NA,5.1167999999999998E-2,soc [c_tot*bd_samp],no fill,NA,7.8,8.1999999999999993,NA,0,81,10,10,NA,0,NA,0,0.08,NA,0.4,0.03,NA,0,63,NA,percent_mass,NA,NA,18.399999999999999,0.8,1.1000000000000001,0,meq 100g-1,NA,20.3,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,73.5,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N06281,5,18,NA,?,unknown,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,NA,NA,NA,NA,NA,O,NA,0.05,NA,NA,0,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N06282,5,18,NA,?,unknown,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,NA,NA,NA,NA,NA,O,NA,0.91,NA,NA,0.1,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N06232,5,18,NA,?,unknown,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,NA,NA,NA,NA,NA,P,NA,19.809999999999999,NA,NA,1.1000000000000001,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03013,11,22,NA,A,A2,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,1.56,NA,1.5,1.5,S,S,NA,0.56999999999999995,NA,NA,0,NA,9.7811999999999996E-2,soc [c_tot*bd_samp],no fill,NA,7.9,8.4,NA,3,79,10,11,NA,0,NA,0,0.08,NA,0.5,0.03,NA,0,54.3,NA,percent_mass,NA,NA,35.1,0.7,1.2,0,meq 100g-1,NA,37,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,86.9,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03014,22,41,NA,B,Bk1,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,1.55,NA,1.51,1.51,S,S,NA,0.64,NA,NA,0,NA,0.18848000000000001,soc [c_tot*bd_samp],no fill,NA,7.9,8.3000000000000007,NA,4,77,12,12,NA,0,NA,0,0.08,NA,0.4,0.03,NA,0,42,NA,percent_mass,NA,NA,37.9,0.5,1.5,0,meq 100g-1,NA,39.9,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,105,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03015,41,59,NA,B,Bk2,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,1.56,NA,1.49,1.49,S,S,NA,0.7,NA,NA,0,NA,0.19656000000000001,soc [c_tot*bd_samp],no fill,NA,7.9,8.3000000000000007,NA,4,73,13,14,NA,0,NA,0,0.09,NA,0.5,0.03,NA,0,52.4,NA,percent_mass,NA,NA,45.8,0.5,1.8,0,meq 100g-1,NA,48.1,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,136.30000000000001,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03016,59,73,NA,B,Bk3,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,1.52,NA,1.41,1.41,S,S,NA,0.85,NA,NA,0,NA,0.18088000000000001,soc [c_tot*bd_samp],no fill,NA,7.9,8.3000000000000007,NA,5,67,12,21,NA,0,NA,0.1,0.09,NA,0.5,0.05,NA,0,63.9,NA,percent_mass,NA,NA,42,0.6,2.5,0,meq 100g-1,NA,45.1,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,138.4,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03017,73,86,NA,B,Btk,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,1.53,NA,1.45,1.44,S,S,NA,1.1599999999999999,NA,NA,0,NA,0.23072400000000001,soc [c_tot*bd_samp],no fill,NA,7.9,8.4,NA,7,71,9,20,NA,1,NA,0,0.05,NA,0.4,0.03,NA,0,63.4,NA,percent_mass,NA,NA,47.7,0.4,2.4,0,meq 100g-1,NA,50.5,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,52.8,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03018,86,101,NA,B,B'k1,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,1.52,NA,1.84,1.43,S,S,NA,1.87,NA,NA,0,NA,0.42636000000000002,soc [c_tot*bd_samp],no fill,NA,7.8,8.4,NA,16,66,12,22,NA,48,NA,0,0.04,NA,0.3,0.02,NA,0,51.7,NA,percent_mass,NA,NA,43.3,0.4,2.2999999999999998,0,meq 100g-1,NA,46,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,103.5,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03019,101,130,NA,B,B'k2,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,1.73,NA,2.35,1.64,S,S,NA,3.49,NA,NA,0,NA,1.7509300000000001,soc [c_tot*bd_samp],no fill,NA,7.9,8.4,NA,27,59,17,24,NA,79,NA,0,0.02,NA,0.2,0.01,NA,0,0,NA,percent_mass,NA,NA,45.6,0.3,2,0,meq 100g-1,NA,47.9,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,63.2,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03020,130,145,NA,B,B'k3,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,1.58,NA,1.99,1.49,S,S,NA,5.54,NA,NA,0,NA,1.31298,soc [c_tot*bd_samp],no fill,NA,7.9,8.3000000000000007,NA,41,50,25,25,NA,58,NA,0,0.01,NA,0.1,0,NA,0,0,NA,percent_mass,NA,NA,43.6,0.2,1.8,0.5,meq 100g-1,NA,46.1,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,51.6,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.602310000000003,-106.76125,WGS84,New Mexico,United States,S01NM-013-009,36915,01N0525,01N03021,145,170,NA,B,B'k4,NA,NA,NA,"Coarse-loamy, mixed, superactive, thermic Ustic Calciargids",JER5,NA,NA,NA,1.93,NA,S,S,NA,4.8099999999999996,NA,NA,0,NA,2.3208199999999999,soc [c_tot*bd_whole],no fill,NA,7.9,8.1,NA,40,46,25,29,NA,54,NA,0,0.01,NA,0.1,0,NA,0,0,NA,percent_mass,NA,NA,43.9,0.3,2.2999999999999998,1.1000000000000001,meq 100g-1,NA,47.6,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,31,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01NM-013-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.697940000000003,-79.965900000000005,WGS84,South Carolina,United States,S01SC-690-007,2001,01N0732,01N04195,147,163,NA,C,2C2,NA,NA,NA,"Fine-loamy, siliceous, semiactive, thermic Typic Endoaqualf",Grifton,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,0,0.9,2.4,meq 100g-1,NA,17.399999999999999,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01SC-019-007
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.597110000000001,-80.12312,WGS84,South Carolina,United States,S01SC-690-009,2001,01N0734,01N04197,107,168,NA,C,2C,NA,NA,NA,"Thermic, coated Aquic Quartzipsamment",Chipley,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,0,0.1,0,meq 100g-1,NA,6.9,7.7,NA,meq 100g-1,100,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01SC-019-009
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.600720000000003,-80.150630000000007,WGS84,South Carolina,United States,ISCN:S01SC-690-010:28323,2001,01N0735,01N04198,140,201,NA,C,C6,NA,NA,NA,"Thermic, coated Typic Quartzipsamment",Foxworth,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0,0,0,meq 100g-1,NA,0.6,2.8,NA,meq 100g-1,75,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01SC-019-010
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.723219999999998,-80.385639999999995,WGS84,South Carolina,United States,S01SC-690-030,2001,01N0754,01N04217,170,206,NA,B,Btg5,NA,NA,NA,"Fine-loamy, siliceous, semiactive, thermic Aeric Paleaquult",Lynchburg,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.8,0,meq 100g-1,NA,0.8,18.5,NA,meq 100g-1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01SC-019-030
NA,NRCS Sept/2014,ISCN No SOC stock computation,22.157779999999999,-159.60556,WGS84,Hawaii,United States,S2001HI007003,37129,01N1213,01N06195,0,11,NA,O,Oa1,NA,NA,NA,"Clayey, kaolinitic, dysic, isomesic Terric Troposaprist",Alakai,NA,NA,NA,1.45,NA,NA,S,NA,49.84,NA,97,2.2000000000000002,NA,NA,no_soc [no bd],no fill,NA,3.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0000000000000002E-4,percent_mass,NA,NA,15.3,2,13.3,5.6,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01HI-007-003
NA,NRCS Sept/2014,ISCN No SOC stock computation,22.157779999999999,-159.60556,WGS84,Hawaii,United States,S2001HI007003,37129,01N1213,01N06196,11,33,NA,O,Oa2,NA,NA,NA,"Clayey, kaolinitic, dysic, isomesic Terric Troposaprist",Alakai,NA,NA,NA,1.45,NA,NA,S,NA,53.63,NA,97,1.8,NA,NA,no_soc [no bd],no fill,NA,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9999999999999997E-4,percent_mass,NA,NA,3.6,1,13.6,5.2,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01HI-007-003
NA,NRCS Sept/2014,ISCN No SOC stock computation,22.157779999999999,-159.60556,WGS84,Hawaii,United States,S2001HI007003,37129,01N1213,01N06197,33,47,NA,O,Oa3,NA,NA,NA,"Clayey, kaolinitic, dysic, isomesic Terric Troposaprist",Alakai,NA,NA,NA,1.45,NA,NA,S,NA,54.62,NA,99,1.4,NA,NA,no_soc [no bd],no fill,NA,2.8,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,percent_mass,NA,NA,4,0.7,12,6.7,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01HI-007-003
NA,NRCS Sept/2014,ISCN No SOC stock computation,22.157779999999999,-159.60556,WGS84,Hawaii,United States,S2001HI007003,37129,01N1213,01N06198,47,76,NA,O,Oe1,NA,NA,NA,"Clayey, kaolinitic, dysic, isomesic Terric Troposaprist",Alakai,NA,NA,NA,1.45,NA,NA,S,NA,55.07,NA,99,1.3,NA,NA,no_soc [no bd],no fill,NA,2.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,percent_mass,NA,NA,5,1.2,11.1,5.6,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01HI-007-003
NA,NRCS Sept/2014,ISCN No SOC stock computation,22.157779999999999,-159.60556,WGS84,Hawaii,United States,S2001HI007003,37129,01N1213,01N06199,76,105,NA,O,Oe2,NA,NA,NA,"Clayey, kaolinitic, dysic, isomesic Terric Troposaprist",Alakai,NA,NA,NA,1.45,NA,NA,S,NA,54.45,NA,98,1.5,NA,NA,no_soc [no bd],no fill,NA,2.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,percent_mass,NA,NA,4.5999999999999996,2,11.8,5.9,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01HI-007-003
NA,NRCS Sept/2014,ISCN No SOC stock computation,22.157779999999999,-159.60556,WGS84,Hawaii,United States,S2001HI007003,37129,01N1213,01N06200,105,130,NA,A,A1,NA,NA,NA,"Clayey, kaolinitic, dysic, isomesic Terric Troposaprist",Alakai,NA,NA,NA,1.45,NA,NA,S,NA,54.66,NA,NA,1.7,NA,NA,no_soc [no bd],no fill,NA,3,3.6,NA,NA,45,23,32,NA,0,NA,0.2,0.2,NA,0.2,0.26,NA,0,0,0,percent_mass,NA,NA,3.7,1.1000000000000001,5.3,4.8,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1E-4,356,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01HI-007-003
NA,NRCS Sept/2014,ISCN No SOC stock computation,22.157779999999999,-159.60556,WGS84,Hawaii,United States,S2001HI007003,37129,01N1213,01N06201,130,150,NA,A,A2,NA,NA,NA,"Clayey, kaolinitic, dysic, isomesic Terric Troposaprist",Alakai,NA,NA,NA,1.45,NA,NA,S,NA,55.29,NA,NA,1.2,NA,NA,no_soc [no bd],no fill,NA,2.9,3.4,NA,NA,53,41,7,NA,0,NA,0.1,0.16,NA,0.4,0.42,NA,0,0,0,percent_mass,NA,NA,3.5,0.6,7,5.2,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0000000000000001E-4,684.1,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01HI-007-003
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.756439999999998,-93.485219999999998,WGS84,Louisiana,United States,LA015-Morse-TP-MxA,36369,01P0358,01P02158,0,15,NA,A,A,NA,NA,NA,"Fine, mixed, superactive, thermic Chromic Hapludert",Morse,NA,NA,NA,1.45,NA,S,S,NA,1.88,NA,NA,0.1,NA,NA,no_soc [no bd],no fill,NA,6.9,7.6,NA,6,9,32,59,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,0.5,11.6,0,meq 100g-1,NA,NA,NA,NA,NA,100,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99LA015001
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.756439999999998,-93.485219999999998,WGS84,Louisiana,United States,LA015-Morse-TP-MxA,36369,01P0358,01P02159,15,35,NA,B,Bkss1,NA,NA,NA,"Fine, mixed, superactive, thermic Chromic Hapludert",Morse,NA,NA,NA,1.45,NA,S,S,NA,1.43,NA,NA,0.1,NA,NA,no_soc [no bd],no fill,NA,7.5,7.7,NA,7,4,25,71,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0.4,18.399999999999999,0.4,meq 100g-1,NA,NA,NA,NA,NA,100,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99LA015001
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.756439999999998,-93.485219999999998,WGS84,Louisiana,United States,LA015-Morse-TP-MxA,36369,01P0358,01P02160,35,75,NA,B,Bkss2,NA,NA,NA,"Fine, mixed, superactive, thermic Chromic Hapludert",Morse,NA,NA,NA,1.45,NA,S,S,NA,1.07,NA,NA,0.1,NA,NA,no_soc [no bd],no fill,NA,7.6,7.8,NA,6,3,22,75,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1,0.4,25.4,1.7,meq 100g-1,NA,NA,NA,NA,NA,100,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99LA015001
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.756439999999998,-93.485219999999998,WGS84,Louisiana,United States,LA015-Morse-TP-MxA,36369,01P0358,01P02161,75,120,NA,B,Bkss3,NA,NA,NA,"Fine, mixed, superactive, thermic Chromic Hapludert",Morse,NA,NA,NA,1.45,NA,S,S,NA,1.56,NA,NA,0,NA,NA,no_soc [no bd],no fill,NA,8.1,8.3000000000000007,NA,13,2,25,73,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,0.3,28.3,3.8,meq 100g-1,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99LA015001
NA,NRCS Sept/2014,ISCN No SOC stock computation,32.756439999999998,-93.485219999999998,WGS84,Louisiana,United States,LA015-Morse-TP-MxA,36369,01P0358,01P02162,120,209,NA,B,Bkss4,NA,NA,NA,"Fine, mixed, superactive, thermic Chromic Hapludert",Morse,NA,NA,NA,1.45,NA,S,S,NA,0.52,NA,NA,0,NA,NA,no_soc [no bd],no fill,NA,8.1,8.3000000000000007,NA,4,14,29,57,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,0.4,25.5,4.0999999999999996,meq 100g-1,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99LA015001
NA,NRCS Sept/2014,ISCN No SOC stock computation,29.935279999999999,-95.682220000000001,WGS84,Texas,United States,P01TX201-001,37214,02N0320,02N01577,0,15,NA,A,A,NA,NA,NA,"Fine-loamy, siliceous, active, hyperthermic Aquic Paleudalfs",Katy#1,NA,NA,NA,1.46,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c],no fill,NA,6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,0.2,1.3,0.2,meq 100g-1,NA,8.4,10,NA,meq 100g-1,100,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01TX-201-001
NA,NRCS Sept/2014,ISCN No SOC stock computation,29.935279999999999,-95.682220000000001,WGS84,Texas,United States,P01TX201-001,37214,02N0320,02N01578,15,54,NA,E,E,NA,NA,NA,"Fine-loamy, siliceous, active, hyperthermic Aquic Paleudalfs",Katy#1,NA,NA,NA,1.45,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c],no fill,NA,6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.1,0.5,0.2,meq 100g-1,NA,3.6,3.9,NA,meq 100g-1,100,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01TX-201-001
NA,NRCS Sept/2014,ISCN No SOC stock computation,29.935279999999999,-95.682220000000001,WGS84,Texas,United States,P01TX201-001,37214,02N0320,02N01579,54,65,NA,B,Bt,NA,NA,NA,"Fine-loamy, siliceous, active, hyperthermic Aquic Paleudalfs",Katy#1,NA,NA,NA,1.45,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c],no fill,NA,4.5,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,percent_mass,NA,NA,4.0999999999999996,0.2,2.5,0.7,meq 100g-1,NA,7.5,12.1,8.1999999999999993,meq 100g-1,82,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01TX-201-001
NA,NRCS Sept/2014,ISCN No SOC stock computation,34.180439999999997,-92.448419999999999,WGS84,Arkansas,United States,AR053 Stough Old,37812,03N1030,03N05257,0,13,NA,A,A,NA,NA,NA,"Coarse-loamy, siliceous, semiactive, thermic Fragiaquic Paleudults",Stough,NA,NA,NA,1.45,NA,S,S,NA,1.1599999999999999,NA,NA,0.1,NA,NA,no_soc [no bd],no fill,NA,4.0999999999999996,4.3,NA,NA,32,64,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S03AR-053-040
